particuliere_huishoudens,Mbo_p,Wo_p,Hbo_p
288,-7.510322003493579,16.16724708034954,1.8600627829271026
289,-7.545119094385708,16.232438604756346,1.8660860027030777
290,-7.579916185277838,16.29763012916315,1.8721092224790525
291,-7.614713276169969,16.362821653569956,1.8781324422550276
292,-7.649510367062097,16.42801317797676,1.8841556620310027
293,-7.684307457954228,16.493204702383565,1.8901788818069778
294,-7.7191045488463566,16.55839622679037,1.8962021015829527
295,-7.753901639738487,16.623587751197174,1.9022253213589277
296,-7.788698730630616,16.68877927560398,1.9082485411349028
297,-7.823495821522746,16.753970800010784,1.914271760910878
298,-7.858292912414877,16.81916232441759,1.9202949806868528
299,-7.893090003307005,16.884353848824396,1.9263182004628279
300,-7.927887094199136,16.9495453732312,1.932341420238803
301,-7.962684185091264,17.014736897638006,1.938364640014778
302,-7.997481275983395,17.07992842204481,1.9443878597907531
303,-8.032278366875525,17.145119946451615,1.950411079566728
304,-8.067075457767654,17.210311470858418,1.956434299342703
305,-8.101872548659784,17.275502995265224,1.9624575191186782
306,-8.136669639551913,17.34069451967203,1.9684807388946532
307,-8.171466730444044,17.405886044078834,1.9745039586706281
308,-8.206263821336172,17.47107756848564,1.9805271784466032
309,-8.241060912228303,17.536269092892443,1.9865503982225783
310,-8.275858003120433,17.60146061729925,1.9925736179985534
311,-8.310655094012562,17.666652141706056,1.9985968377745285
312,-8.345452184904692,17.73184366611286,2.004620057550503
313,-8.380249275796821,17.797035190519665,2.010643277326478
314,-8.415046366688951,17.862226714926468,2.0166664971024533
315,-8.449843457581082,17.927418239333274,2.0226897168784284
316,-8.48464054847321,17.99260976374008,2.0287129366544034
317,-8.519437639365341,18.057801288146884,2.0347361564303785
318,-8.55423473025747,18.12299281255369,2.0407593762063536
319,-8.5890318211496,18.188184336960493,2.0467825959823287
320,-8.62382891204173,18.2533758613673,2.052805815758304
321,-8.65862600293386,18.318567385774106,2.058829035534279
322,-8.69342309382599,18.38375891018091,2.064852255310254
323,-8.728220184718118,18.448950434587715,2.070875475086229
324,-8.763017275610249,18.514141958994518,2.076898694862204
325,-8.797814366502378,18.579333483401324,2.0829219146381788
326,-8.832611457394508,18.64452500780813,2.088945134414154
327,-8.867408548286638,18.709716532214934,2.094968354190129
328,-8.902205639178767,18.77490805662174,2.100991573966104
329,-8.937002730070898,18.840099581028543,2.1070147937420787
330,-8.971799820963026,18.90529110543535,2.1130380135180538
331,-9.006596911855157,18.970482629842156,2.119061233294029
332,-9.041394002747287,19.03567415424896,2.125084453070004
333,-9.076191093639416,19.100865678655765,2.131107672845979
334,-9.110988184531546,19.166057203062568,2.137130892621954
335,-9.145785275423675,19.231248727469374,2.143154112397929
336,-9.180582366315805,19.29644025187618,2.1491773321739043
337,-9.215379457207934,19.361631776282984,2.1552005519498794
338,-9.250176548100065,19.42682330068979,2.1612237717258544
339,-9.284973638992195,19.492014825096593,2.1672469915018295
340,-9.319770729884324,19.5572063495034,2.173270211277804
341,-9.354567820776454,19.622397873910202,2.1792934310537793
342,-9.389364911668583,19.68758939831701,2.1853166508297543
343,-9.424162002560713,19.752780922723815,2.1913398706057294
344,-9.458959093452844,19.817972447130618,2.1973630903817045
345,-9.493756184344972,19.883163971537424,2.2033863101576796
346,-9.528553275237103,19.948355495944227,2.2094095299336547
347,-9.563350366129232,20.013547020351034,2.21543274970963
348,-9.598147457021362,20.07873854475784,2.221455969485605
349,-9.63294454791349,20.143930069164643,2.2274791892615795
350,-9.667741638805621,20.20912159357145,2.2335024090375546
351,-9.702538729697752,20.274313117978252,2.2395256288135297
352,-9.73733582058988,20.33950464238506,2.2455488485895048
353,-9.77213291148201,20.404696166791865,2.25157206836548
354,-9.80693000237414,20.469887691198668,2.257595288141455
355,-9.84172709326627,20.535079215605474,2.26361850791743
356,-9.8765241841584,20.600270740012277,2.269641727693405
357,-9.911321275050529,20.665462264419084,2.27566494746938
358,-9.94611836594266,20.73065378882589,2.281688167245355
359,-9.980915456834788,20.795845313232693,2.28771138702133
360,-10.015712547726919,20.8610368376395,2.293734606797305
361,-10.05050963861905,20.926228362046302,2.29975782657328
362,-10.085306729511178,20.99141988645311,2.305781046349255
363,-10.120103820403308,21.056611410859915,2.3118042661252303
364,-10.154900911295437,21.121802935266718,2.3178274859012054
365,-10.189698002187567,21.186994459673524,2.3238507056771804
366,-10.224495093079696,21.252185984080327,2.3298739254531555
367,-10.259292183971827,21.317377508487134,2.33589714522913
368,-10.294089274863957,21.382569032893937,2.3419203650051053
369,-10.328886365756086,21.447760557300743,2.3479435847810803
370,-10.363683456648216,21.51295208170755,2.3539668045570554
371,-10.398480547540345,21.578143606114352,2.3599900243330305
372,-10.433277638432475,21.64333513052116,2.3660132441090056
373,-10.468074729324606,21.70852665492796,2.3720364638849807
374,-10.502871820216734,21.773718179334768,2.3780596836609558
375,-10.537668911108865,21.838909703741574,2.384082903436931
376,-10.572466002000994,21.904101228148377,2.3901061232129055
377,-10.607263092893124,21.969292752555184,2.3961293429888806
378,-10.642060183785253,22.034484276961987,2.4021525627648557
379,-10.676857274677383,22.099675801368793,2.4081757825408308
380,-10.711654365569514,22.1648673257756,2.414199002316806
381,-10.746451456461642,22.230058850182402,2.420222222092781
382,-10.781248547353773,22.29525037458921,2.426245441868756
383,-10.816045638245901,22.36044189899601,2.432268661644731
384,-10.850842729138032,22.425633423402818,2.4382918814207057
385,-10.885639820030162,22.490824947809624,2.444315101196681
386,-10.920436910922291,22.556016472216427,2.450338320972656
387,-10.955234001814421,22.621207996623234,2.456361540748631
388,-10.99003109270655,22.686399521030037,2.462384760524606
389,-11.02482818359868,22.751591045436843,2.468407980300581
390,-11.059625274490811,22.81678256984365,2.4744312000765563
391,-11.09442236538294,22.881974094250452,2.4804544198525313
392,-11.12921945627507,22.94716561865726,2.4864776396285064
393,-11.164016547167199,23.01235714306406,2.492500859404481
394,-11.19881363805933,23.077548667470868,2.498524079180456
395,-11.233610728951458,23.142740191877675,2.5045472989564312
396,-11.268407819843588,23.207931716284477,2.5105705187324063
397,-11.303204910735719,23.273123240691284,2.5165937385083814
398,-11.338002001627848,23.338314765098087,2.5226169582843565
399,-11.372799092519978,23.403506289504893,2.5286401780603316
400,-11.407596183412107,23.4686978139117,2.5346633978363067
401,-11.442393274304237,23.533889338318502,2.5406866176122818
402,-11.477190365196368,23.59908086272531,2.5467098373882564
403,-11.511987456088496,23.66427238713211,2.5527330571642315
404,-11.546784546980627,23.729463911538918,2.5587562769402066
405,-11.581581637872755,23.79465543594572,2.5647794967161817
406,-11.616378728764886,23.859846960352527,2.5708027164921567
407,-11.651175819657015,23.925038484759334,2.576825936268132
408,-11.685972910549145,23.990230009166137,2.582849156044107
409,-11.720770001441275,24.055421533572943,2.588872375820082
410,-11.755567092333404,24.120613057979746,2.594895595596057
411,-11.790364183225535,24.185804582386552,2.6009188153720317
412,-11.825161274117663,24.25099610679336,2.606942035148007
413,-11.859958365009794,24.31618763120016,2.612965254923982
414,-11.894755455901924,24.381379155606968,2.618988474699957
415,-11.929552546794053,24.44657068001377,2.625011694475932
416,-11.964349637686183,24.511762204420577,2.631034914251907
417,-11.999146728578312,24.576953728827384,2.6370581340278823
418,-12.033943819470442,24.642145253234187,2.6430813538038573
419,-12.068740910362573,24.707336777640993,2.6491045735798324
420,-12.103538001254702,24.772528302047796,2.655127793355807
421,-12.138335092146832,24.837719826454602,2.661151013131782
422,-12.17313218303896,24.90291135086141,2.6671742329077572
423,-12.207929273931091,24.96810287526821,2.6731974526837323
424,-12.24272636482322,25.033294399675018,2.6792206724597074
425,-12.27752345571535,25.09848592408182,2.6852438922356825
426,-12.31232054660748,25.163677448488627,2.6912671120116576
427,-12.34711763749961,25.228868972895434,2.6972903317876327
428,-12.38191472839174,25.294060497302237,2.7033135515636078
429,-12.416711819283869,25.359252021709043,2.7093367713395824
430,-12.451508910175999,25.424443546115846,2.7153599911155575
431,-12.48630600106813,25.489635070522652,2.7213832108915326
432,-12.521103091960258,25.554826594929455,2.7274064306675077
433,-12.555900182852389,25.62001811933626,2.7334296504434827
434,-12.590697273744517,25.685209643743068,2.739452870219458
435,-12.625494364636648,25.75040116814987,2.745476089995433
436,-12.660291455528776,25.815592692556677,2.751499309771408
437,-12.695088546420907,25.88078421696348,2.7575225295473826
438,-12.729885637313037,25.945975741370287,2.7635457493233577
439,-12.764682728205166,26.011167265777093,2.769568969099333
440,-12.799479819097296,26.076358790183896,2.775592188875308
441,-12.834276909989425,26.141550314590702,2.781615408651283
442,-12.869074000881556,26.206741838997505,2.787638628427258
443,-12.903871091773686,26.27193336340431,2.793661848203233
444,-12.938668182665815,26.337124887811118,2.7996850679792082
445,-12.973465273557945,26.40231641221792,2.8057082877551833
446,-13.008262364450074,26.467507936624727,2.811731507531158
447,-13.043059455342204,26.53269946103153,2.817754727307133
448,-13.077856546234333,26.597890985438337,2.823777947083108
449,-13.112653637126463,26.663082509845143,2.8298011668590832
450,-13.147450728018594,26.728274034251946,2.8358243866350583
451,-13.182247818910723,26.793465558658752,2.8418476064110334
452,-13.217044909802853,26.858657083065555,2.8478708261870085
453,-13.251842000694982,26.92384860747236,2.8538940459629836
454,-13.286639091587112,26.989040131879168,2.8599172657389587
455,-13.321436182479243,27.05423165628597,2.8659404855149333
456,-13.356233273371371,27.119423180692777,2.8719637052909084
457,-13.391030364263502,27.18461470509958,2.8779869250668835
458,-13.42582745515563,27.249806229506387,2.8840101448428586
459,-13.460624546047761,27.314997753913193,2.8900333646188336
460,-13.495421636939891,27.380189278319996,2.8960565843948087
461,-13.530218727832022,27.445380802726802,2.902079804170784
462,-13.565015818724149,27.510572327133605,2.908103023946759
463,-13.59981290961628,27.57576385154041,2.914126243722734
464,-13.63461000050841,27.640955375947218,2.9201494634987086
465,-13.66940709140054,27.70614690035402,2.9261726832746837
466,-13.70420418229267,27.771338424760827,2.932195903050659
467,-13.739001273184797,27.83652994916763,2.938219122826634
468,-13.773798364076928,27.901721473574437,2.944242342602609
469,-13.808595454969058,27.96691299798124,2.950265562378584
470,-13.843392545861189,28.032104522388046,2.956288782154559
471,-13.878189636753316,28.097296046794852,2.9623120019305342
472,-13.912986727645446,28.162487571201655,2.9683352217065093
473,-13.947783818537577,28.227679095608462,2.974358441482484
474,-13.982580909429707,28.292870620015265,2.980381661258459
475,-14.017378000321838,28.35806214442207,2.986404881034434
476,-14.052175091213964,28.423253668828877,2.992428100810409
477,-14.086972182106095,28.48844519323568,2.9984513205863843
478,-14.121769272998225,28.553636717642487,3.0044745403623594
479,-14.156566363890356,28.61882824204929,3.0104977601383345
480,-14.191363454782486,28.684019766456096,3.0165209799143096
481,-14.226160545674613,28.749211290862903,3.0225441996902846
482,-14.260957636566744,28.814402815269705,3.0285674194662593
483,-14.295754727458874,28.879594339676512,3.0345906392422344
484,-14.330551818351005,28.944785864083315,3.0406138590182095
485,-14.365348909243135,29.00997738849012,3.0466370787941845
486,-14.400146000135262,29.075168912896928,3.0526602985701596
487,-14.434943091027392,29.14036043730373,3.0586835183461347
488,-14.469740181919523,29.205551961710537,3.06470673812211
489,-14.504537272811653,29.27074348611734,3.070729957898085
490,-14.539334363703784,29.335935010524146,3.0767531776740595
491,-14.57413145459591,29.40112653493095,3.0827763974500346
492,-14.608928545488041,29.466318059337755,3.0887996172260097
